AuthorId,PaperIds,Usage
654304,167976 355567 582443 666986 754212 872645 954534 1155663 1235475 1277024 1687860 1699786 2052885 2118649 2201044,PublicTest
656420,274337 480185 752271 1013321 1046022 1252339 1311543 1364415 1590504 1768729 1823992 1860471 1980897 2235644 2242501,PublicTest
658090,748233 1357732 2223835,PublicTest
659387,139192 231696 309257 568734 585303 616936 810496 1128572 1396182,PublicTest
660011,32998 35475 38311 265905 280589 281032 319603 381712 401499 409628 470817 498636 561509 586183 681024 688541 795051 806281 919448 1039897 1130793 1256550 1275675 1329099 1459710 1471076 1561606 1586562 1667109 1818948 1996897 2110378 2133818,PublicTest
661652,548610 1091327 1839209,PublicTest
662733,587935 826018 903208 1225911 1824097 1940663 2107285 2210376,PublicTest
664421,17980 19948 23064 24516 64458 70813 78455 86468 92948 99774 102485 103500 107461 132517 149213 153348 160523 166462 170893 195246 197437 205652 209294 213749 227098 235100 246306 257319 263226 268880 269654 275122 290415 303670 323089 340799 342669 357928 359906 381256 389275 397351 424474 437438 440955 443428 472743 473471 500003 514828 515891 522573 534680 574569 613572 613678 615258 615752 626363 639526 655312 658269 668086 678524 679708 681569 687836 700736 730524 745466 748037 757169 774607 782193 806000 812839 819163 820596 825167 828444 831264 838235 840265 842523 845049 846263 848850 858233 867292 883446 892865 893489 898219 911937 912706 915136 919996 938398 966877 990723 995237 998128 1015724 1027990 1040048 1045692 1049799 1051790 1052982 1079210 1079717 1085026 1097990 1119563 1120409 1121143 1130676 1151745 1154784 1159382 1160429 1163467 1164796 1174752 1176858 1178422 1184608 1191335 1193841 1207977 1208280 1211327 1224141 1229480 1232869 1233777 1243087 1254518 1272012 1278826 1283794 1287622 1296264 1297485 1318151 1329463 1339346 1340436 1343636 1370883 1376544 1378394 1378610 1387962 1403774 1404720 1405347 1405644 1413847 1414903 1417233 1421154 1423434 1433993 1441600 1470720 1476808 1489468 1496585 1497479 1498710 1521379 1527580 1532247 1535940 1541381 1558867 1559174 1571378 1582535 1592657 1595092 1599487 1599949 1600782 1617497 1622595 1625205 1625348 1626086 1637467 1639973 1650339 1658544 1659226 1679121 1712075 1724247 1762657 1770341 1781873 1784302 1791559 1797052 1804292 1814849 1819015 1840956 1853645 1861308 1861801 1861978 1862342 1885084 1885332 1887960 1891900 1894276 1899226 1901791 1904751 1909964 1912061 1920354 1922179 1923993 1931793 1934394 1960940 1965458 1970502 1979435 1984898 1985484 1995372 2004058 2004908 2026473 2027972 2049963 2056711 2062946 2069744 2070789 2075942 2085243 2086110 2089282 2093594 2110040 2112265 2120293 2127620 2130788 2131845 2142325 2143944 2155255 2156321 2158387 2159339 2162726 2164324 2165274 2179473 2195935 2196871 2197299 2199451 2199917 2227789 2243062 2249584 2250537 2253398 2254045 2258137,PublicTest
668162,291097 435737 998432 1406742 1801681,PublicTest
668279,93465 398145 447493 497897 690650 927691 1160775 1465106 1475894 1597978 1706196 1758258 1800402 1910894 2153306 2188369 2218184 2241729,PublicTest
671348,3955 18846 30559 40831 47782 47886 65591 89055 94345 100586 110676 115384 139103 140254 194839 213692 215789 229500 230842 231713 232234 233970 253500 257002 258359 263580 272544 288516 292626 312848 314668 319231 324019 325788 339675 351450 353890 356739 369202 370291 371987 374633 396840 407804 417832 436336 458934 462501 470613 470869 475092 475188 480285 481377 487223 500045 521643 527571 540992 541599 549612 579818 600253 600719 601296 606064 623205 634866 640983 645661 654974 665190 684766 693403 710821 712303 716949 717577 747297 772402 783295 784262 786320 786992 804904 815477 841379 848671 863181 876195 877147 892379 896491 905126 909963 910650 912950 916195 931352 940079 942241 946130 961366 962742 974236 994117 995384 1006467 1017732 1028406 1030418 1051028 1051491 1052015 1054502 1055335 1067539 1087834 1115517 1131437 1131997 1142452 1159368 1161332 1170146 1179830 1187159 1194173 1202613 1210284 1217617 1221166 1223945 1229073 1234365 1240995 1260638 1276885 1277776 1278604 1287524 1293119 1295296 1310969 1318198 1318431 1323082 1323187 1335679 1364077 1370696 1383334 1387412 1387969 1402919 1405935 1443654 1466466 1475337 1477146 1483632 1501256 1506020 1518937 1526904 1533202 1546103 1546511 1577104 1578398 1588725 1599978 1610688 1612630 1630938 1664450 1670838 1674539 1678053 1689085 1706905 1722996 1746119 1747476 1750664 1766406 1783637 1798469 1813399 1817961 1818808 1880367 1881254 1892344 1908468 1943921 1955514 1966255 1967179 1971490 1974718 1975343 1976876 1996673 2000384 2012431 2014151 2016545 2022928 2026639 2027802 2034455 2041660 2061152 2066266 2071592 2073214 2078003 2132817 2151961 2154501 2164665 2165824 2173305 2181164 2191497 2197101 2204337 2208283 2211144 2218643 2230195 2230704 2241213 2242838 2252463,PublicTest
676917,1183557 1339715 1486285 1982971,PublicTest
677893,54638 67599 101720 222727 271207 348970 384710 398588 403591 454182 570657 611144 645325 653388 730575 765729 871773 882268 884919 887811 900984 916150 949604 972899 975281 1000216 1030529 1078645 1136807 1138907 1160915 1174564 1230777 1278621 1377335 1457435 1479210 1539326 1543513 1569650 1575102 1599402 1606034 1612089 1653696 1673016 1703269 1822786 1836473 1840310 1853078 1944180 1993764 2006504 2154360 2211403 2242425,PublicTest
681265,7656 31739 48892 76137 257177 298399 308907 366854 440180 450450 487385 566295 573625 576759 618031 639959 757906 761945 762693 853824 1004005 1005295 1082663 1085354 1164435 1183567 1243386 1322652 1397888 1404355 1408885 1469168 1636307 1703810 1860710 1922919 1961789 2003402 2020232 2032887 2047866 2063601 2101701 2105749 2140543 2145715 2222892,PublicTest
682483,838473,PublicTest
684011,29235 35881 47258 55834 57569 66290 78264 93254 113067 117784 148200 168910 189727 199128 200385 229849 260992 264712 367167 376229 379477 436184 448289 453699 454744 466838 490100 518765 555802 574911 607546 638475 662794 743259 751053 791713 814426 816614 831899 848548 854132 899269 914866 927368 938535 952354 968114 985961 998182 1006630 1011043 1051129 1093559 1107009 1158879 1212975 1249144 1269038 1285024 1285603 1300874 1305062 1329890 1360368 1365328 1403617 1424212 1443195 1445403 1462642 1516207 1615477 1617418 1624597 1655905 1671576 1688377 1696855 1717486 1745213 1754765 1764503 1786636 1806497 1817124 1835248 1848910 1906842 1915665 1941032 1942340 1950699 1959576 1981824 2013974 2019627 2032596 2041669 2058699 2092610 2098609 2126215 2140150 2154894 2157788 2160877 2182442 2196805 2201449 2203973 2205641 2211615 2234684 2240809,PublicTest
688076,422367 681763,PublicTest
690472,11263 59198 146803 158833 300542 344596 352760 383277 496879 554903 655166 678293 694504 714564 729688 787792 817532 915773 940892 943590 1024759 1081823 1148079 1186906 1189316 1216897 1259210 1424038 1459451 1491405 1508288 1714178 1715113 1758080 1832342 1890723 1963071 1973817 2067974 2217486 2250319,PublicTest
692266,11328 24883 329218 436708 539189 660304 692739 876677 897753 913981 1084775 1132224 1205412 1211131 1285318 1307516 1522774 1565174 1823387 1927872 1965092 1965901 2117108 2170606,PublicTest
692919,22827 150853 278370 285711 422280 503813 775083 849550 952129 952641 1050015 1090268 1650271 1733027 2007930 2037122 2166234,PublicTest
699675,20538 1217990,PublicTest
700041,87444 723815 1722220 1739934,PublicTest
703162,133065 142824 264843 299566 355922 398513 591846 655076 757206 811480 1057143 1181450 1181782 1248717 1272963 1490975 1531057 1543889 1577638 1706371 1905961 1949976 1961967 1969254 2003720 2060340 2079529 2243020,PublicTest
704468,204622 269727 308591 317318 318981 411972 429955 460353 527794 553163 581916 623737 700419 721091 868861 958421 997156 1036684 1055667 1132662 1309539 1321935 1336007 1448565 1585857 1632735 1798095 1972355 2042603 2051352 2071012 2099555 2158787,PublicTest
705998,85688 121856 124989 168176 180790 292520 322527 344321 385455 408355 422570 447418 459213 479642 578151 625922 647945 731225 787521 800935 829203 862466 888361 892619 898372 900881 961168 999204 1014417 1030965 1093502 1161532 1185749 1193106 1275017 1333862 1341629 1363848 1538777 1548709 1560116 1577398 1577759 1639082 1683290 1727682 1736894 1766685 1800795 1817345 1831735 1866513 1878870 1890595 1976352 2029339 2046688 2128785 2129134 2206200 2212681,PublicTest
706718,452817 498386 513348 630298 830664 1853289 1912134,PublicTest
707011,992 21381 23531 85533 166863 173349 198591 201840 279561 290515 300924 405568 487856 544870 551071 582700 616762 708057 843486 847116 898566 1148017 1222035 1270702 1292518 1370558 1379209 1405816 1423697 1425716 1513378 1526002 1553160 1557184 1646647 1671049 1871686 2126216 2212860 2258363,PublicTest
713798,139847 203808 246759 268236 530983 697153 1061860 1234988 1326522 1438231 1449982 1536607 1852095 2095103,PublicTest
715478,90958 381447 589226 684620 1300775 1406930 1427693 1637243 1730428 1800376 1846048 1879818 1891810 1931260 2039645 2046344 2205952,PublicTest
716057,14725 30179 31175 42467 160333 178489 181561 186761 192198 192288 233124 242124 249753 285449 291656 319399 396682 411492 413079 502448 503434 602390 657537 698885 703590 718263 728778 782903 790786 797488 799830 807990 818201 836993 865746 887907 908157 932363 1001189 1067523 1124563 1127925 1157561 1175962 1246458 1249723 1251675 1255953 1261280 1276159 1369308 1369570 1382961 1406992 1460951 1507114 1547114 1552612 1558205 1632309 1755512 1824285 1828661 1847758 1971414 1998218 2021982 2032417 2065395 2105687 2126517 2126712 2174494 2176111 2224285 2229794,PublicTest
718549,215790 530984 664964 948293 1104559 1255693 1530140 1536846 1786083,PublicTest
718891,229982 705262 1304584 1405441 1989798 2020120 2171396,PublicTest
719717,99452 139142 175226 272003 304502 325281 396072 411761 437786 451657 453789 501615 530527 688255 771104 816029 847904 913475 1016338 1029481 1060236 1164476 1189048 1230696 1231249 1285479 1331249 1510741 1514396 1581190 1777681 1843303 1868103 1885303 1903178 1908403 2130717 2133615 2185291 2207270,PublicTest
720090,90710 161016 243704 290432 313148 326843 528902 615433 716088 889552 941576 952397 960394 1002750 1023665 1045425 1061430 1101598 1193274 1225353 1326821 1327612 1346022 1499482 1503672 1688227 1717745 1783110 1864002 1914393 1957918 2005695 2105442 2127865 2156261 2190879,PublicTest
720275,676 13802 21561 27833 42870 54676 102879 158008 188015 196767 364975 378027 388151 432175 439923 487317 501016 512305 531109 577753 590701 591756 672995 763290 764632 781485 817697 866871 937581 993871 1023954 1046787 1056232 1095995 1099383 1116151 1172304 1209775 1229058 1232787 1281849 1353622 1388386 1389834 1416264 1427569 1432295 1461530 1464113 1563184 1592332 1605495 1611049 1637632 1694243 1711620 1792562 1831350 1831910 1877629 1910541 1913187 1936425 1947932 2154452 2219863,PublicTest
721060,535045 895951 1544438,PublicTest
722674,228589 740033 885010 1292620 1656825,PublicTest
722734,10912 169089 245130 362170 745879 1096645 1293600 1527853 1535019 1680093 1691111 1732963 1732963 1734788 1832607 1961865 1961865 2047886,PublicTest
724755,122323 322960 332178 351878 453476 529488 540084 556114 574029 585848 595661 659408 695998 772282 779241 871775 1008062 1029569 1057749 1201422 1214258 1330632 1338735 1348803 1463737 1479586 1488694 1581581 1615257 1632924 1717987 1807998 1908511 2177977,PublicTest
725066,3453 9950 19385 76103 116439 142537 153817 172866 194480 216826 235931 246994 303361 413000 416545 434837 502566 553917 558167 593087 630655 631414 686379 696103 700572 744143 756253 781589 862567 869910 883725 915144 968758 982889 1039990 1043154 1063512 1153378 1173733 1227196 1233381 1237288 1279685 1305641 1329546 1374274 1411658 1428858 1478004 1486527 1489608 1501085 1524744 1566845 1588395 1613276 1664723 1684297 1688532 1717721 1731841 1738847 1780246 1783585 1842499 1876874 1898967 1926185 1954435 1974738 1978416 1990347 2003678 2025996 2046918 2077271 2116925 2149437 2161817 2211193 2222195 2247446 2252166,PublicTest
728672,64223 186887 193315 237171 678767 779912 919338 935475 1080680 1154659 1252269 1451477 1477079 1523168 1624723 1662605 1669095 2047890 2134741 2146414 2159927 2197340,PublicTest
732979,263889 291482 307429 555070 894094 896942 1002456 1008907 1041479 1242065 1475728 1547301 1732007 1856700 1859851 1938381 2182437 2252319 2257548,PublicTest
733069,97795 119840 341895 405129 550428 795327 1557642 1745585 1769273 1914619,PublicTest
736815,81671 390657 481920 492581 768844 769844 786778 796515 800735 812646 1153320 1293300 1325866 1329521 1369744 1402709 1549838 1559492 1638470 1670199 1692255 1762244 1804442 1848814 2007612 2013811 2120507 2143174 2155274 2242084 2244912 2249123,PublicTest
741222,18080 23643 133625 151175 316053 368126 578355 627700 629473 781053 931260 1202817 1259489 1267726 1273872 1567856 1636235 1770409 1920447 1946082 2163160,PublicTest
743738,91195 353795 660049 667937 717146 739532 934204 940889 1088832 1127121 1137621 1514232 1592092 1715505 1871272 1966076 2118747 2124086 2217396,PublicTest
744105,55605 98552 245936 301806 340472 385553 633261 722031 838598 893695 968338 1005818 1089290 1131740 1210117 1239145 1325377 1452945 1532462 1585746 1595389 1673418 1745689 1959606 1963797 2084823 2117394 2123948,PublicTest
744992,124856 300465 394082 395570 457009 614579 624957 760403 789383 949155 1097395 1378121 1386497 1412969 1505341 1709944 2226993 2246951,PublicTest
745448,34420 102976 136118 262013 405652 591611 621350 957887 1105816 1150428 1257233 1348720 1413168 1474949 1590306 1754981 1784129 1836105 1916915 1934137 2072581 2077230 2140571 2151090 2177719 2207158,PublicTest
745935,1765562 2067177,PublicTest
752550,77766 279729 366330 386649 645058 815210 833251 1076303 1114698 1571323 2036167 2062354 2149367,PublicTest
754876,128878 204123 273253 731356 957484 1225210 1225210 1381850 1424574 1442139 1722832 2198465 2210577 2245648,PublicTest
758967,9163 24870 68241 105442 138329 144124 319983 329195 448232 465294 530738 570080 657168 747128 759223 787049 857643 862456 881238 885312 907771 907955 981091 1023864 1070058 1093391 1097573 1174336 1205084 1224842 1262510 1340732 1432319 1492418 1493355 1512515 1591957 1683527 1759968 1783493 1794693 1830057 1945037 1958672 2024129 2043564 2178513 2234791,PublicTest
762313,122639 2110842,PublicTest
762779,1110810 1192504 1862574 2165645,PublicTest
763461,472739,PublicTest
767332,2959 42777 74035 84302 105958 109800 123896 136434 143861 158170 159290 162613 203062 248074 249402 272503 273890 315764 351170 470318 480330 486337 511969 569636 572704 574710 586501 638704 699625 714091 720329 730959 751880 766962 770427 779677 789719 798096 886478 886836 932584 968247 997794 1004880 1012681 1028321 1036568 1055420 1056226 1082086 1109069 1114415 1188267 1189198 1242963 1255770 1260273 1279385 1304265 1328021 1378317 1382590 1446740 1475404 1559207 1593603 1607343 1624248 1720285 1757473 1761382 1771066 1778663 1787057 1789823 1791765 1795960 1798267 1896313 1911141 1966692 1967066 2038453 2080682 2087647 2117906 2125085 2132186 2149155 2164865 2252388,PublicTest
768185,27515 44587 55587 236678 406520 469123 583065 700729 906841 998904 1167151 1389536 1407289 1454019 1663849 1693602 1855395 2082762 2234928,PublicTest
768400,17323 62278 275269 319164 704880 1152394 1162525 1281220 1322665 1762882 1931472 2060062 2103223,PublicTest
770228,23628 108281 258825 259780 310460 321644 329136 334806 645003 763263 907048 1024852 1039831 1055473 1089482 1105275 1253511 1466303 1480885 1493979 1507642 1531144 1538874 1686159 1770968 1779863 1805396 1809478 1959025 1989362 2026394 2203490 2231314,PublicTest
774033,268376 463213 582664 806406 859342,PublicTest
775997,81132 330164 575664 884953 1323970 1417318 1813728,PublicTest
777199,30762 128067 228925 260244 342483 357259 370361 406594 418586 561069 711038 755834 786258 819451 905831 1004103 1106218 1189369 1273468 1337975 1536515 1542087 1653945 1689207 1778416 1860347 1933484 1977279 2095578 2158776 2163085 2182071,PublicTest
779335,7139 44438 70849 89275 113356 195254 287062 538527 650104 791211 792561 965854 1064332 1143903 1205844 1224845 1252832 1310953 1463079 1475160 1585443 1614938 1625551 1752330 1928224 2033007 2088844 2139645 2145923 2177487,PublicTest
781768,329662 512522 572393 649391 1262743 1304824 1327905 1330026 1643954 1645471 1717670 1965748 2090070 2123903 2128582 2190437,PublicTest
783981,1937 59658 84507 172410 173847 239659 257975 279198 280191 285924 398345 441595 584836 596952 646857 647364 945839 1004120 1057482 1088808 1090016 1090379 1212661 1249324 1267186 1271918 1286709 1302436 1314369 1364755 1407259 1409952 1529673 1573682 1613043 1621964 1706764 1737233 1804192 1872695 1910119 1935985 1959637 2005820 2040179 2097660 2117327 2156166,PublicTest
788430,17457 31216 32309 36654 57977 103190 114284 129707 133013 183490 190167 247512 249743 256845 283363 300064 315627 324462 329311 380152 380915 401887 415949 422682 429318 481254 489074 529750 563159 565654 605667 616040 616209 649013 665119 674346 683089 722422 734505 745604 762140 766512 809675 818108 824490 889996 980781 989124 1009379 1029896 1032996 1058202 1059893 1072371 1098375 1103777 1114536 1123985 1128970 1136071 1181209 1181835 1188740 1190971 1203602 1215085 1240726 1243111 1261354 1264139 1295576 1342651 1376820 1398027 1410944 1428999 1434943 1440859 1471452 1473386 1484959 1486508 1504582 1529844 1557717 1584601 1616425 1655900 1656230 1689631 1691094 1726624 1736213 1738959 1755466 1827384 1838426 1891374 1910039 1916467 1924115 1949388 1951041 1995305 2007034 2028061 2044254 2045082 2062901 2115291 2124136 2173489 2222154 2229436 2234030,PublicTest
789401,89199 215769 315868 358849 403372 539693 594847 624278 751464 827301 868942 1009089 1038279 1089347 1143562 1196001 1215765 1241303 1336449 1359829 1363411 1586023 1659926 1723628 1759650 1882273 1888364 1915471 2077376 2100583,PublicTest
789974,999037 1025086 1127105 1208969 1550882,PublicTest
795831,27965 303793 580433 1112071 1914554,PublicTest
795966,116004 261669 295287 326334 802258 966939 1269010 1519100 1524473 1558864 1576460 1611060 2095695,PublicTest
796640,91199 219109 809221 1215753 1458703 1705567 1807988,PublicTest
797020,1311057,PublicTest
797711,68907 617364 703698 726094 821148 1100349 1312247 1392953 1452538 1498635 1806701 1928448 2043968,PublicTest
801060,49209 71743 311899 438781 766329 979372 1286688 1655255 2188934,PublicTest
801310,81396 173997 417483 509808 660999 664508 1061182 1251940 1363663 1467984 1580313 2012554 2065661 2098565,PublicTest
801751,1001219 1124576,PublicTest
802434,1999037,PublicTest
802450,103555 137489 183744 222812 241215 259115 306065 328681 346656 394803 474847 486329 495912 502364 533152 612022 669791 738177 739222 747366 875297 896179 896519 928326 1029344 1060240 1095060 1107725 1161304 1173597 1209348 1301338 1401638 1478572 1488080 1590387 1633562 1646256 1678987 1744896 1796824 1830728 1871590 1899324 1929254 1938811 1975482 2145617 2152306,PublicTest
804185,625832 928965 944897 1707458 1750138,PublicTest
806559,959723,PublicTest
807636,32301 63605 71295 83187 89772 115311 277431 300501 354591 395698 415103 432480 451808 464126 468836 511782 538664 540690 621217 698535 744020 846253 892703 903125 961146 1097096 1114188 1143970 1161516 1190263 1193573 1298588 1299669 1304476 1365016 1376398 1376833 1421280 1425901 1467267 1478452 1483955 1549357 1625128 1642746 1688778 1712139 1807130 1826959 1946991 1973262 2001927 2089407 2146841 2150506 2154343 2187052 2230389 2232633,PublicTest
808304,22560 59010 103973 149894 169742 305883 774553 842077 878945 920758 928853 1002338 1041968 1354238 1379545 1443826 1527304 1580579 1598282 1661918 1745181 1806170 1856068 1882547 1929118 2221476,PublicTest
809617,962876,PublicTest
811774,1862137,PublicTest
815862,1333511 2210722,PublicTest
816577,103506 125471 181936 339398 380217 458117 564179 862701 913046 933192 971112 1080097 1159103 1338173 1477856 1647829 1711298 1984875 1992757,PublicTest
816921,126311 143283 163900 200582 251866 345650 411922 420186 447756 558847 569595 572027 654777 693290 702717 710188 766332 775849 825450 832753 864923 1006023 1009353 1063905 1216640 1222518 1270407 1296110 1339913 1345587 1360101 1376087 1397662 1398254 1450613 1610124 1620631 1673173 1687676 1747191 1752014 1770801 1794034 1837206 1869615 1911241 1981700 2111909 2121463 2172420 2204175 2229139 2236159 2244765,PublicTest
817218,4493 7413 44146 438668 451346 563425 702754 774907 894577 959375 1057540 1318166 1375083 1511476 1657028 1672972 1761683 1834974 1887255 1889584 2011353 2021152 2033474 2080915 2255419,PublicTest
817380,75006 147069 152370 170969 210777 285708 292353 301876 302109 362858 385147 467693 527427 609688 611120 634906 722445 740602 751252 970566 1026395 1042745 1044695 1114308 1142614 1146171 1197759 1218717 1347758 1362476 1410465 1454065 1462519 1502719 1507912 1518572 1526957 1527784 1533641 1574533 1672869 1691218 1793946 1858041 1859861 1907309 1923501 1950038 1950304 2072036 2086434 2088155 2114238 2167591 2206562,PublicTest
822777,24117 77790 205786 226929 301947 360587 424888 539060 550791 554036 584848 711473 773330 1213840 1599516 1678592 1850480 1967365 2008779 2026854 2245919,PublicTest
827694,11860 16785 35734 39554 47996 49261 64869 67959 71127 79675 100451 162380 193715 201051 207357 208163 238929 246646 252202 261191 281737 283815 288685 306158 306243 309679 317255 335331 340292 345269 346664 392384 425135 440579 451527 502578 506729 509416 524111 534106 544868 549423 550336 553746 590748 597750 602057 629788 667663 684895 725325 742605 746711 759500 768873 793806 798287 810764 833691 835538 887832 918577 923206 946049 968196 979731 1000197 1010766 1019255 1020516 1020832 1022367 1053741 1058037 1102569 1107739 1111474 1175916 1180020 1193781 1211787 1221075 1224865 1226228 1232365 1247687 1253783 1278954 1304168 1369842 1377447 1419213 1437395 1439641 1466570 1476820 1501269 1503666 1540725 1551196 1575007 1586369 1608781 1618067 1630707 1630707 1637179 1643077 1648864 1654409 1675691 1696031 1701215 1706642 1737551 1738616 1743652 1747073 1757589 1757589 1768566 1777617 1787627 1788090 1798990 1819527 1819967 1835607 1837745 1838670 1845682 1854859 1872589 1876449 1891422 1905227 1906631 1922280 1938361 1948413 1969683 1976481 1995625 2001938 2005149 2016666 2044022 2088542 2102062 2130698 2131781 2131781 2137260 2154218 2198821 2212782 2216689 2230343,PublicTest
831968,61408 75303 158074 421006 430070 460357 461355 485444 583803 628247 636170 655725 688866 710649 723383 918572 964671 976237 1105577 1109977 1140210 1245635 1302917 1345000 1386547 1489985 1617218 1636961 1675914 1730514 1754052 1757729 1764320 1854374 1890383 1892307 1972769 2033920 2068733 2119581 2127127 2151678 2180025 2191550 2211492 2212279 2221509 2252316,PublicTest
832422,807839,PublicTest
832449,93487 401070 675842 914166 974826 1239275 1263307 1720528 2136480,PublicTest
834759,86831 101677 122974 154263 163479 318093 383405 525939 550727 557440 625646 627267 690403 813658 917251 934356 997780 1002709 1003679 1134308 1135351 1330745 1443919 1470279 1573390 1574415 1582305 1661247 1665808 1679183 1680583 1730804 1736621 1817632 1850320 1879109 1950531 1967870 2028222 2072514 2128125 2163196 2169772 2244860,PublicTest
838338,55269 66956 85408 153866 162860 179208 194192 227063 296130 379474 427124 468693 512995 524381 528520 682098 692053 704025 739940 788661 872829 881940 919971 942846 999492 1015768 1038839 1045226 1141055 1161554 1222586 1290128 1353251 1419971 1477745 1536964 1559815 1694177 1715942 1863348 1868890 1943299 1952757 1962713 2030010 2084798 2130239 2232291,PublicTest
838975,150624 557132 728030 734437 812538 938378 980372 1152271 1227329 1279555 1733867 2022303,PublicTest
840603,290070 921134 1435849,PublicTest
842408,58590 208507 914478,PublicTest
843064,804 47923 54155 75153 83553 98134 136037 199357 269985 271750 273195 284442 330158 337322 343562 346206 369162 389999 417570 432226 435702 443876 447296 543933 559611 646753 691460 811854 839116 867370 895987 923493 930926 962466 975116 982783 1054470 1073325 1088720 1109099 1247292 1255108 1368039 1407402 1412503 1517982 1633084 1718183 1776433 1791637 1794451 1801368 1873320 1894044 1906649 1954854 1989853 1999398 2008195 2034623 2037670 2067752 2166212 2229268 2240707,PublicTest
846398,193845 392569 514966 1091859 1179038 1184756 1245349 1394718 1701331 2044634,PublicTest
850548,116491,PublicTest
851786,35227 58991 72669 98739 116492 135454 139922 160192 196513 275719 299610 320472 331878 342890 346581 347809 398268 427024 429144 429793 436277 441735 456695 459085 471105 478683 481303 505599 541101 542060 597807 612186 628592 720324 739406 742459 773879 794440 795537 865526 880462 905155 921606 953183 962518 982182 1003765 1008996 1012075 1021083 1034937 1041464 1048035 1073621 1109557 1110069 1111202 1165404 1168142 1180267 1184431 1194887 1203547 1225691 1279134 1287251 1288413 1291178 1291759 1326557 1367645 1372707 1393893 1454581 1475562 1511583 1512687 1517207 1543125 1556795 1602965 1623510 1654684 1679417 1719490 1733001 1773726 1806125 1817606 1817963 1852231 1915363 1933039 1946897 1952300 1953331 1985930 1996252 2069494 2117137 2221570 2227955,PublicTest
852187,70698 327203 347847 372865 478195 536874 569238 630940 726176 732100 753918 840250 901932 925480 931868 957360 1170294 1194860 1279226 1323360 1351957 1384225 1389890 1398741 1420616 1444660 1462508 1577798 1582805 1720804 1831097 1856445 1862838 1923125 1934318 1961052 2017474 2085343 2139391 2254158,PublicTest
853363,180377 541617 671230 739515 771857 841647 985002 1190896 1328407 1470333 1616179 1692688 1933721 1959724 2012607 2142680,PublicTest
855244,16185 171588 218444 499407 785231 867872 914561 1153625 1209471 1261587 1359207 1576082 1664234 1676598 2109733 2187871,PublicTest
855876,115414 152435 315863 730975 767412 785217 800041 839066 852865 898325 1261864 1369768 1471378 1553538 1697240 1864527 1999826,PublicTest
862994,19249 130176 275899 311210 362111 514996 828494 1086753 1259767 1417966 1686402 1709100 1980986 2233456,PublicTest
864491,21049 34783 70316 79406 82156 100564 141094 186563 211981 256677 257547 282348 298647 313649 322520 335093 375446 384077 385073 392449 470074 500677 523044 568797 571569 586405 597104 607577 632145 651071 696026 706784 707314 719366 742212 742874 762283 765834 788892 800584 819376 820240 861495 863256 869283 901577 908385 920635 938906 960104 965196 985807 991369 1016936 1049315 1060878 1063470 1080257 1094989 1097648 1129264 1134856 1152400 1196318 1223088 1225736 1265023 1288483 1301516 1303360 1315403 1322392 1331726 1339343 1344518 1349207 1350611 1351855 1352111 1363713 1369191 1378349 1411120 1439214 1496449 1504011 1550939 1557365 1597904 1611309 1660372 1668441 1694563 1697186 1705224 1708045 1717471 1740321 1745952 1752600 1767726 1790433 1791339 1798311 1816607 1822680 1849365 1866824 1879051 1892319 1897465 1957497 1960893 1973004 1973172 1977012 1982175 1997281 2007221 2008442 2019218 2064061 2072791 2093965 2110486 2163430 2173860 2178028 2214325 2229630,PublicTest
864677,119811 374035 509915 650643 990441 1119498 1441198 1850163 2135707,PublicTest
865215,15197 41899 56076 77653 95802 96421 114849 123260 130069 131748 133138 145384 147777 153280 161417 161881 164357 178726 179268 180200 194631 224264 244002 254608 255237 261467 280030 287126 289996 296310 309686 334316 344984 346718 365514 370281 375895 394484 398576 408016 411723 447852 448412 455286 464590 464802 484006 493433 500357 513589 518112 529179 534037 536951 541435 552158 563464 565354 571908 575074 578767 578852 587647 590182 597160 617414 630833 632935 633809 635134 635375 642544 653171 653624 663490 666993 699577 707425 710347 716722 722392 726120 732950 736187 738366 739855 763452 771351 771428 774125 792395 798388 814500 817088 822038 824142 847972 867620 871025 871468 878342 879567 880952 888324 889069 889443 895210 899802 911561 927401 928358 940511 943021 948337 957568 961118 985499 985872 987636 1014692 1015778 1025373 1043598 1048086 1076000 1082243 1107033 1113345 1136628 1145177 1148072 1159311 1162584 1173480 1176941 1185898 1188572 1190876 1193551 1201770 1203376 1218233 1232939 1235179 1239121 1270077 1273682 1277823 1293222 1313478 1325685 1329560 1330756 1350273 1356192 1372253 1373905 1377685 1398564 1412012 1414521 1415390 1419218 1419909 1422727 1431573 1433417 1449364 1458901 1461588 1467252 1467410 1477764 1487610 1488156 1493758 1525331 1530238 1530851 1540164 1546501 1559133 1566915 1581308 1614717 1615662 1625596 1628370 1638740 1654613 1659068 1667399 1696289 1715371 1726044 1747758 1749545 1751222 1761639 1764759 1770437 1785132 1791775 1795597 1798607 1812690 1828232 1845383 1846821 1862623 1867232 1871825 1879089 1881255 1891857 1896532 1904251 1910063 1912114 1916967 1931111 1946437 1959894 1972327 1979450 2020189 2023262 2026184 2043635 2048997 2054301 2054343 2065823 2066890 2067415 2075318 2080476 2086876 2095571 2120626 2129569 2174758 2178622 2179778 2183180 2187842 2206115 2211346 2212253 2222227 2223651 2246405 2254962 2257254,PublicTest
