AuthorId,PaperIds
649882,2044632 1340738 2032116 561826 1618498 2179868 1862585 2100974 829808 1000134 885064 564881 1649193 320605 374495 1998543 2090054 857718 1187957 282432 2236913 855072 359831 696602 1311465 509583 2035848 1967083 2121085 1598974 2081111 1297463 347561 1178124 820311 1265093 323145 48549 1215499 2183960 2136461 463135 448190 488330 437662 1928297 2204165 1843797 562421 478734 1768484 1171606 1695814 2174256 317014 1292856 1585605 2116429 2101352 2007779 1869108 944157 828697 267867 942208 831322 1233776 1479050 571326 140948 2042468 1668661 1292065 1814038 214249 1025685 2035515 1326648 1766764 2210111 2105751 1516321 1432127 531756 1812444 1211192 1876518 1697192 2067702 2251586 899291 1392890 1962012 509058 430014 852398 935645 2114712 588041 1282771 633381 2004376 1556841 1318765 100713 1006941 1221645 451438 1419507
1100445,1650435 1739956 1723201 895185 759755 1791513 799045 848639 1290745 563076 2235055 490594 2037760 1228422 1583105 973726 2033816 1958040 937821 286127 861165 51890 2084683 1717699 1920592 880206 1438774 1835218 1326779 1896003 854721
445098,1209502 619041 1613517 1602210 2043227 1720045 385287 276761 1760484 404402 1109980 691165 1156003 413532 819919 1390659 954876 1481906 85352 1036926 1046331 725778 506822 1429064 1687355 1410149 2048926 532537 369684 182164 562427 653011 1518630 2054542 815685 218373
1469100,1302528 920692 1683710 228304 2100321 1610966 1527483 450950 1844735 96278 366445 1600717 1103842 389579 567436 401824 1171164 1512526 1181598 1450617 1224322 1035928 1347716 938953 205769 1895694 1937631 1067698 1165133 2019662 2148281
1315272,138339 570465 932123 924766 111946 520228 1214048 792743 314679 1971470 1351016 1570307 2139098 539396 2144301 2058085 1115321 1017805 658379 302470 2244190 1549307 309357 222459 2000784 497058 1508969 1377608 1070631 75697 1918874 1537329 128211 1949142 2237264 1676192 1635247 2215407 1750817 1354328 1887757 2210902 1921996 727986 2156513 2187679 621936 1682886 706988 22186 47542 1811787 1314118 1882716 783010 792733 1210290 392339 2204560
1002163,2097520 1259250 1199022 439769 425063 272211 150809 9293 2127074 1464328 1749589 1351356 930223 1620909 390483 2257318 1493208 1131665 957937 83058 1497245 1857005 662963 9247 1080346 398796 698520 345302 2027271 973275 2158863 302440 160481 493097 1604076 1065842 459923 2071631 189272 519510 207673 1083220 2120455 1331839 1947036 281018 631012
1018549,1470230 1262817 1024293 254337 230631 94297 1856150 1724023 1644934 70555 1013559 872140 72057 1459518 1876640 1300616 1266989 701550 1972365 237011 2112424 580491 2134692 853760 815423 740785 1414972 1581113 1672989 999974 643248 1513489 2156312 1308059 361739 1487767 1136989 1170200 269845 1814681 455877 1174280 1099478 961487 293725 912774 2024180 581054 2144186 947166 1528250 2205306 1140594 96106 1289975 1448341 1586374 881022 685965 721473 241709 339183 632114 694235 1569683 241181 1585394 1367456 719664 1786538 1122421 2137031 1432986 1523868 1779783 31358 1048518 1806567 1285629 1973713 522415 615355 1564944 1835814 952483 1400838 75636 1916908 1329640 1518383 545105 864283 127191 1375068 54238 191542 2203869 2218912 1177737 1213457 392775 1971785 1391196 695556
84662,405986 1645830 649881 1196580 1146340 165665 2160067 1858118 1734049 571832 48759 2169395 1203321 595863 1642073 1320354 315530 2007534 235531
395960,1992837 5647 2062605 534877 159566 102332 92293 1140435 132180 1313091 2131475 1144849 1671017 301730 1627723 709395 1871304 1728791 1343306 1116704 1289523 1249212 1237145 234844 155777 1171596
838338,2232291 1962713 1715942 1559815 1045226 682098 512995 1038839 872829 739940 528520 1477745 881940 999492 179208 2030010 1952757 85408 427124 1419971 1141055 194192 524381 55269 919971 1863348 942846 468693 1015768 162860 1353251 379474 788661 155043 1943299 1536964 704025 296130 2117919 96544 1001476 1120590 830243 2016485 1288406 1161554 692053 1811141 1868890 1222586 1694177 2084798 2130239 227063 43682 153866 66956 220719 1290128 358969 1638689 1364658 1006051 1854315
371396,2176220 2158473 2134619 2099862 2088253 1986644 1848829 1778772 1655370 1624734 1464201 1435670 1406557 1404138 1142927 989020 912738 786341 676123 531221 149773 52334 786693 2092930 1313401 2046850 1453687 310455 1707500 1009139 2138319 986152 406453 406453 2143276 1046201 241301 831005 727188 941316 22668 392073 322968 769727 769727 1524574 1201534 375914 837134 762816 545316 1519368 713074 4214 1837956 151917 1430281 2022179 2022179 1429778 1088829 966758 160183 160183 1876876 147566 2196227 1579483 380007 380007 226569 642744 642744 948820 1727503 438516 1521788 529632 529632 2115845 1369485 210791 2209214 2209214 2202575 2202575 1296187 1296187 1898923 918721 17284 1527323 989802 989802 234420 234420 2219043 2219043 1505982 1473532 1631916 2255978 1362266 1596163 1596163 1431897 1396616 1373930 1373930 601857 601857 1062521 1425445 1425445 1416917 1416917 453414 689077 689077 2063817 1375281 16657 16657 1464300 1464300 229430 229430 2142624 147395 1454948 1822123 1469636 526225 526225 552924 886456 977016 977016 422150 1213077 916855 99220 1980160 161726 445619 445619 952976 952976 230800 627048 2053759 239403 801305 578141 1450976 1450976 1839141 1957039 511450 678961 831636 831636 1096055 1096055 324595 324595 2097311 244756 244756 1551405 146602 331221 775204 1079381 1002614 1002614 1220230 267871 705547 435335 1663410 234307 1581438 1581438 1651173 1111663 2008564 2008564 1804411 1804411 1739382 1739382 522707 522707 1579674 992967 1405661 1405661 2194343 882938 1770471 1673780 1673780 1437716 1437716 1729106 240026 240026 1307025 34534 1755907 237931 1903901 1450183 1829214 1137868 1210629 1840789 1223273 1634563 1202378 411243
715478,1846048 684620 2205952 1427693 1891810 2046344 381447 1879818 1931260 589226 1637243 90958 1730428 1800376 2039645 1406930 1300775 1025185 1267937
1880655,2016185 992794 438497 327587 239306 1221727 621933 1949147 1589263 812627 971712 971217 1281350 460159 1882029 453769 314104 1379841 970034 922289 2079796 2169441 1090119 1313717 161682 1797981 1778548 227863 273473 2084706 1759070 1497657 719169 56572 1497041 1925333 1641982 1602353 477039 1176226 1587422 993987 455446 698659 323242 1732844 185224 830693 212906 2223078 962283 499014 519174 1388229 1960364 1952968 1799372 306642 2195826 735095 1472931 2209173 2033249 1947810 2132012 727487 228054 1464669 478340 999432 1239148 248362 2233039 514646 1135156 426788 37266 879745 711739 1656204 400256 2140469 897263 1211651 41470 1436037 839044 417877 1067533 1314634 439186 1005564 214814 2132547 2244887 1660763 2163549 1804552 2000693 535583 1413040 1151110 745130 1934102 650275 922815 1762964 2009791 708145 2074241 685393 426943 1412961 382228 1036571 1380740 2061551 1371014 1124802 1049190 893217 1260296 1126089 1322954 902955 204377 913342 4610 1246102 1096349 225438 1773168 725875 1664675 1292429 682973 209452 954070 1476000 476265 1408963 93 1865317 701297 1215491 1057350 1013104 817554 1382615 1975647 831273 824647 445085 1437588 1077024 1934415 2169613 827863 2101365 2258336 1535095 2176136 2000264 1976628 2192050 110985 345926 693190 945771 537669 1516283 2004340 168908 229798 154647 72472 102597 1660356 1148696 1262828 1590365 748730 467122 91553 454118 1760693 811044 1620790 803631 1491823 1182273 265221 1058322 370303 282702 1605171 1454224 632533 1379478 297062 839848 1663319 1175301 1790381 1990702 1607634 1507816 511893 1623577 1117819 523112 1681665 674846 2220131 1201736 373404 2071226 995071 1838574 1422969 1485147 1210683 956829 1789308 1908928 51190 252820 684587 588296 1269452 720070 258071 767081 634607 2187571 1756660 370242 205789 1444341 2009742 466178 1593123 1624507 1857977 709671 1673163 1281854 978944 169020 1835883 286970 1917413 1041231 1797276 2246501 614162 1470657 1877520 1618594 1885049 49473 1773860 1577797 386739 1681635 1058735 200624 1816460 336507 583145 637045 2149294 46056 942185 1551547 710743 633295 274100 2251492 1726418 1744903 483536 2208587 579733 401870 1722312 309594 2194611 563740 557169 1169491 1488210 2176505 1467091 1357257 942807 2047004 834155 769471 1519612 452411 1890608 1645542 543779 39369 169910 1253274 1227101 377277 1337441 116563 1977612 833924 653152 571940 158410 1912276 2154689 1176480 1698289 894971 1831214 1045118 1245361 1249105 962525 1353930 1827899 716624 256627 1253732 770511 1413033 1939079 2225955 324908 697973 1589050 2174697 1459845 1081490 2085298 1544837 1126916 460786 137381 1300375 1433945 1122678 1053467 800188 670308 1480664 1512639 496540 38495 1225913 218791 1986925 780212 865224 362155 379209 654832 2251571 458710 906884 760734 938552 780838 1444098 844893 2076236 1924109 1707525 1703961 175074 1950873 1846766 1471962 1613701 933946 568636 1048338 1621684 311011 839765 694683 535890 349543 225278 1576389 975045 771394 910980 1119050 2092733 684816 461792 1750869 896032 809257 658292 1931043 1388574 722774 37827 687569 1980930 104065 2141173 509182 2011351 850260 1252566 2159624 2181391 923725 2153643 777709 98387 545197 1520713 1527577 136729 313181 589975 762507 143104 852428 399140 1098003 2187245 281704 1455960 476536 2249797 232607 2199264 973502 146158 22919 1901275 1804860 1487136 1419925 1396002 1179162 1153237 1083162 1059847 586343 304949 133848 130358 129329 1577777 764711 2177885 2163835 2103111 1949348 1928918 1879411 1874083 1840224 1388866 1386860 1207428 1166377 1109540 1051349 1025120 1016761 429212 233969 197127 147152 97622 1927108 1866928 1640351 551658 118108 1320998 1535909 1480858 1011533 910789 1552275 1441459 601009 2138990 2089956 2082786 2057394 2039742 1955842 1951019 1939403 1931782 1866475 1859882 1854901 1833085 1800280 1733180 1693383 1671030 1622108 1598439 1523670 1511802 1498507 1426659 1426224 1354693 1315950 1283108 1282209 1275722 1237175 1194899 1186824 1137138 1119010 1008763 979518 934767 821885 795333 721205 655374 614632 569511 518826 488276 442867 437342 413539 347719 346871 315784 311447 255991 219529 150670 125901 103597
1764076,1000257 1234910 2004188 1136964 859406 269170 1004728 1334089 136841 2162441 2016055 1610787 3178 1232861 367808 1911539 308379 948112
174833,1076022 1124104 1505707 211051 387957 11555 2238018 623653 334014 614413 922803 922803 769398 1239653 1239653 1814690 1565823 228244 680476 935550 1870425 1134519 1433560 640667 890415
1215226,767144 2099370 2248854 1926449 1002594 1455137 752139 1938325 2172833 517251 988665 529919 1607294 686927 2099511 1145626 111559 1620689 563361 155020 1035956 1183213 1900760 2254391 850826 1763598 1383113 1144629 728093 1121665 1815894 448616 896524 1286051 1607114 1729132 716784 312587
1493769,1145478 2180373 1567542 2180617 2061438 1646882 22552 1187189 100309 1093692 1141520
256780,1499832 1142086 345681 1846025 2083613 748133 1528386 781517 1625921 1910912 703524 1124159 1989394 550181 957451 1621379 1171704 940684 1965936 962336 841831 1890834 341987 889386 1314146 373599 666921 1790401 1225887
379663,1749422 1140302 334812 2213160 1920431 999614 2060398 1104900 1020419 1278918 653513 2184307 2114700 450863 1665501 402444
1387280,2085549 2048065 731280 697802 131735 1248613 945060 663585 427425 289831 2001665 1267753 1147801 753416 593692 498909 2184607 2080275 2057444 1948557 1836702 1730002 1362088 1266935 969792 946717 930862 915648 706977 464754 454310 307679 174452 115402 70655 35323 2097611 817087 106262 1430427 1071172 822471 534910 519546 448574 2130935 837645 509257 2243941 1073298 983348 763738 390968 2252391 2177210 2013449 1954811 1922515 1915392 1621718 1586407 1564210 1170503 1084501 867326 635902 589311 572845 432174 112770 1282844 2222864 2220846 1443036 1385378 917304 2009815 1383603 775727 1832745 2184852 2173674 2063828 1953127 1796785 1653301 1182608 949646 646634 399085 334900 326501 2033172 882141 788344 333194 2200004 1631364 55090 690692 385277 1254695 435952 2016247 1673573 1643777 1831926 1803212 1474498 721720 478513 440842 366188 640896 1402805 1336885 969424 448635 322735 1376215 2138570 2080037 1556932 1285974 1244013 1008893 519464 197673 148528 920613 878830 812279 304726 1984748 617929 814474 1692882 512873 402001 69951 1220609 1677892 1028008 725065 991602 1225946 742433 2058236 1233382 134809 985634 631480 2084612 2152541 153105 2045974 2028037 1597072 1407588 1403776 484231 351827 29580 24359 1608617 1043769 197820 1469247 2049161 1367808 1783225 685813 1801957 980136 711987 1079415 1728991 1391836 410839 425430 395155 1506886 420567 1630471 2255461 1811423 2023562 1113815 1248895 556434 428973 719763 2099716 170420 1244234 176105 1437822 1392015 1177132 663671 262067 538541 1909327 1131769 1024357 25418 1810034 2031059 2009014 533597 708538 2169758 2015962 655341 531209 2130441 1922402 1154686 1139776 1864144 1476264 451815 208182 129645 2065391 893433 858789 1292095 1230409 1100369 775801 463606 1245875 1017978 71707 1292925 887008 598245 2187771 2085147 1241106 214857 1844577 1773067 19213 1718854 1691948 1698800 1606499 127950 997922 921981 698346 719163 1406448 1208219 995663 1622838 1328718 1103564 2086360 1750638 621443 317395 46672 2064145 1339312 819925 1564183 926416 349630 1837218 2054018 2035616 2033174 789203 972781 912507 978321 677794 1250363 1064487 2212759 1482939 529067 856690 2007791 1451097 1786132 1008579 7402 92468 2039051 1177386 278112 303718 458293 1098006 462181 39438 274486 1962652 1006568 688078 970617 1666567 1874275 816987 2204299 1290604 1968086 1093000 1426507 953585 433357 271153 1561302 1218777 2127118 313126 958096 1137401 709282 111423 1805506 946280 173540 397782 1678062 1800374 1054260 1718541 1460686 628436 2100398 155278 401917 1204999 537745 1843329 586985 1156243 1215882 1850285 54846 409023 2036201 1518163 1425349 413492 1796139 257822 1040975 984935 2036859 1142690 1494347 1445604 609936 169001 2249310 1612107 1464521 1605286 1943449 2028542 1868609 547162 2033655 115922 643121 2256063 229855 1834432 1952765 1290573 112836 443549 1901884 1695682 616364 2217415 1352571 52258 542211 2010106 1936067 1523612 1511957 1450426 1428525 1328977 1222322 1156728 1103757 923386 744952 623756 170067 22842 1233941 203079 993858 154825 394448 1725795 1135601 1528179 2006532 412345 1353149 1102354 1871884 1744905 372811 367404 1478639 805873 554189 2144781 2254162 778648
862994,1417966 311210 275899 1686402 514996 828494 362111 1709100 1259767 2233456 1980986 130176 1086753 19249 860540 1261728 389760 66092
2231060,1025890 1025890 1586815 1586815 1586815 1586815 1586815 559521 559521 559521 559521 559521 574166 574166 1148064 838071 931386 931386 1552217 1552217 1552217 1552217 1552217 1315853 1315853 286436 286436 728841 728841 2131741 2131741 541511 541511 1430631 1430631 1080420 1080420 2131688 2131688 2131688 2131688 2131688 1444072 1444072 1444072 1444072 1444072 550625 550625 550625 550625 550625 123290 123290 123290 123290 123290 117301 117301 117301 117301 117301 1870353 1870353 325061 325061 1701197 1701197 1701197 1701197 1701197 791460 791460 791460 791460 791460 18525 195751 195751 803986 485101 485101 535236 535236 1149171 1149171 824342 824342 824342 824342 824342 1213951 1213951 1213951 1213951 1213951 819524 819524 819524 819524 819524 1223133 1223133 1076540 1076540 241590 241590 1886201 1886201 1500424 1500424 1432861 1432861 1665040 1665040 1748925 1748925 37752 37752 929617 929617 1822344 1822344 1643433 1643433 1678745 1678745 916735 916735 1949838 1949838 1227018 1227018 2195391 2195391 1949851 1949851 983531 983531 6882 6882 254282 254282 1467473 1467473 1467473 1467473 1467473 1598143 1598143 963206 963206 1303316 1303316 397706 397706 2188270 2188270 46568 46568 497578 497578 2035461 2035461 1755751 1755751 1755751 1755751 1755751 1566261 1566261 1566261 1566261 1566261 1299851 1299851 1297978 1297978 1297978 1297978 1297978 1377836 1377836 983109 983109 2161326 2161326 1033071 1033071 1033071 1033071 1033071 656174 656174 656174 656174 656174 596668 2157856 2157856 2157856 2157856 2157856 1620174 1620174 1568963 1568963 1350356 1350356 401336 401336 18228 18228 902193 902193 897319 897319 949660 949660 845874 845874 1431732 1431732 1845247 1845247 1727199 1727199 2235060 2235060 498362 498362 1248785 1248785 583502 583502 999997 999997 1104519 1104519 977486 977486 1604435 1604435 1651029 1651029 2169405 2169405 1154195 1154195 1128761 1128761 426091 426091 555071 984965 984965 2005322 1106431 1946187 1946187 1593993 1638947 2000235 1543675 1310069 2146845 1437904 1044890 508173 1192609 887521 12703 1470721 87412 2006737 2006737 2070101 1816807 918299 2152968 27747 256562
1805078,2035699 1525983 1013477 948088 773358 364823 1813698 1836851 1269102 1544054 1400205 1486439 61153 1819660 1849942 1864228 126917 2065407 1343485 154918 805443 705831 1023855 2183397 785818 663225 638815 1131715 1630678 1513071 1814446 343211 2068853 1788243 1920621 2257598 461309 1392230 851139
2060761,945447 661293 638322 763476 950606 1137281 113281 2168828 1856820 1709049 1256659 2199209 1181215 460082 1467691 2227713 1584172 415779 1714856 1397454 1663531 849921 548188 975027 59089 1953414 1471219 956826 1581506 1667946 2015726 738578 243396 191058 2162039 1431540 1268853 445164 452959 158241 1473391 1657584 253394 1880428 179391 1098016 2072444 585466 295787 473391 1040388 1929046 1245861 1204878 228959 446631 285401 656560 135102 1450341 1608024 1567789 914049 781658 1426515 1186700 2071445 144825 1122593 1400625 2031976
1641240,1175340 694920 686785 2226191 281268 2012046 2183836 71250 939506 941980 1873291 1248142 1163962 199702 976226 1544473 1460137 2140391 2050194 1997674 1307864 544847 1146494 314140 73146 1272747 1726067 1112241 462690 1740469 1014809 1889778 865038 2013778 853335 636026 394336 1262621 186250 1182875 2024965 423594 867046 1915423 2165080 193531 1511915 1283807 1026757 358024 829192 364284 5273 1482126 2141473 1165239 1406706 1290538 1005491 553109 1890998 1055708 1855202 465477 1062562 1527508 486073 618962 1652035 1897832 124857 435964 1623600 114040 144040 1318406 361063 1838108 1771867 1621308 2128257 1365260 830362 1318462 1711419 1654304 1918359 909980 968600 1208683 267200 2038142 184521 1147749 1047509 835869 538522 1737596 1917402 827866 995820 173364 2227257 2057772 8268 539471 455923 2180379 262908 1979703 916517 1664071 795267 563469 1523946 551147
396058,1048258 1869801 177254 884015 1691195 165671 1424573 530213 1001642 1644258 131821 1186743 498142 1853025 390036 236402 1581142 552850 227253 58565 2090961 948166 8369 2057619 228254 1301718 701879 1068917 64247 414714 1136742 1152825 1360120 749291 148213 1681766 1893538 309258 421256 775828 1125660 621947 1805700 1409052 105803 1440103 1050172 102213 273499 727068 1288367 584101 1426978 1682608 1683965 707267 1399622 870094 2061794 373440 1806096 947861 695870 1276869 234502 1999705 1236686 908490 1627863 704656 1065815 540068 1034705 1394740 1688927 276048 82603 141337 590038 66456 544238
486172,1340302 1859219 1525388 1215552 571003 486776 2053770 1205666 420614 1980993 229497 1205375 1936931 2113283 762544 798238 561865 99764 1871775 666463 2215090 1693668 1423710 107564 1789133 1234548 1311635 1629935 1663736 1821773 1905617 1827211 2041087 1286056 993355 809707 663559 138803 1030246 1347473 1594115 1398035 1969881 2243233 733032 126050 1324301 466948 65964 954705 940194 1357904 765433 714419 260969 1730236 2257792 1051294 174557 1049593 1373989 911264 408144 277336 1704068 353670 1300563 2100651 801703 726827 961642 77248 1031568 376812 1053092 1942774 1101174 1562282 564613 193891 2112669 188193 934328 1428271 1642221 1316055 1870489 403919 245581 1549348 760205 1493002 1005172 559900 1796745 743001 713453 1279417 775351 327930 171880 1489817 621931 1293386 522790 1276963 1921698 1530787 399689 226133 469047 281155 2149457 1725786 1686153 1053447 1300898 1609499 621344 281867 1349908 2002538 1387889 716707 399839 2255092 1580139 503604 349718 1509049 1077887 657492
355462,1231830 1305908 1631408 1353521 242864 357332 1080364 824082 216652 314201 314201 314201 2199439 2199439 2199439 2184225 2184225 2184225 902921 2025234 1525487 343885 639927 639927 639927 639927 1766842 1046878 1181022 1360169 1360169 1360169 530687 530687 530687 1928607 2034705 1578223 2157764 2132314 1347111 1113026 955886 917114 370709 264730 17199 2164686 1382056 1212943 1191561 1072278 866249 847269 844317 411036 117105 55575 49175 613212 304096 1581058 1707873 717434 886068 76148 2123023 2083691 1641578 1437773 1205347 854910 789038 634330 309807 319720 841216 841216 841216 655465 655465 655465 2240435 2240435 2240435 2183878 2183878 2183878 772389 772389 772389 438675 438675 438675 689063 889855 889855 889855 2117791 2117791 2117791 494558 494558 494558 2114383 2052398 899498 2114845 805828 586506 1455279 1455279 1455279 554507 554507 554507 1567023 824173 824173 824173 1680161 873175 873175 873175 531472 919328 919328 352793 352793 352793 1795154 1795154 1795154 13206 13206 13206 1968858 176755 1066315 1293199 743316 1636150 51038 517669 517669 517669 47862 47862 47862 649554 335968 1945694 2037676 1079353 1079353 1079353 101189 2181932 1989275 2249148 858955 339532 1759386 799134 1424418 190900 82348 596465 596465 596465 859795 804278 1284688 1284688 1284688 2119866 2119866 2119866 1570813 541528 1732819 1011202 783139 1174412 161830 2190490 2190490 2190490 1151316 2120381 231480 2249923 2249923 2249923 1566904 995985 2167928 2167928 2167928 2167928 997617 997617 997617 997617 239846 2228325 357643 304290 1623755 512558 1556771 595011 595011 595011 1770988 813220 103454 682245 585156 1410755 2061308 742462 179439 510555 2179115 122660 205261 2255065 2214055 1922849 1229799 815091 768797 707000 670071 850999 1866500 961246 925434 78228 746083 1223798 1102825 599350 397799 88907 2162121 1229836 939880 414987 547067 1798219 681148 1751288 1751288 1751288 1137539 1137539 1137539 299072 2050352 1556954 1478257 1473734 514908 984379 1927627 741971 741971 741971 1683164 2182200 325897 154275 2052879 1794909 2245851 1910135 1226547 916807 350693 350693 350693 2079586 2051080 1921784 690573 649344 10306 227379 227379 227379 2018262 1852042 387108 1814692 2250003 326510 2218964 1198610 2089837 1502764 308440 485277 1897683 1923844 208809 2165088 997040 424375 2229099 924763 939114 1527485 1190146 1654831 1654831 1654831 182148 182148 182148 1321150 1321150 1321150 1425970 1425970 1425970 151714 1124184 1661343 1412283 2048670 1608088 1600159 1535920 715031 635913 127251 1581276 2219599 2145883 1330268 1005110 959399 905882 851469 1600961 687607 980037 974950 773170 729164 1473261 1473261 1473261 382578 2081812 1826068 1150110 687474 687474 687474 700464 907570 558494 558494 558494 75605 75605 75605 276326 276326 276326 3386 3386 3386 1718810 2024762 2093885 2205387 109458 2161583 420324 2185774 1856579 934587 35792 969630 530505 1448173 1448173 1448173 301986 682636 1206291 790653 790653 790653 1500381 1142997 1060293 989499 350454 350454 350454 2162219 1796053 615166 418380 2200020 1205421 557965 557965 557965 695619 1656219 1465620 1465620 1465620 1735383 963780 646991 646991 646991 646991 1442519 1442519 1442519 1324018 1324018 1324018 1646779 1333365 1333365 1333365 1051492 1814481 2024531 532577 136490 1537801 1788297 1654857 434566 120594 120594 120594 2223661 1806552 1227982 1227982 1227982 254913 254913 254913 1475834 1093775 1822722 794522 794522 794522 794522 889185 1303369 1177628 156112 156112 156112 2238376 2238376 2238376 1256441 1256441 1256441 1984716 633165 2126771 220655 1766554 765758 767088 1308755 85570 1619347 855372 2036703 1975494 421339 371971 202506 1916588 1712363 1701354 887259 602405 1852922 843333 843333 843333 2116372 259956 204239 262729 2100439 2100439 2100439 1593104 1653838 1907342 108590 108590 108590 775411 700837 622054 1581032 1581032 1581032 981767 1512450 483839 2194896 2165808 917162 917162 917162 1240718 1370376 1665927 1255482 1011934 316951 162141 158287 10231 1294697 1775498 2238543 1318274 89492 1910783 2010952 2116506 1665168 1571525 1473681 777601 762842 391638 330108 228901 149688 506211 288334 614953 1631442 1110777 302606 1473918 964528 758255 139002 1822803 434074 125998 2162873 1972154 1832379 1600108 1559244 1337603 1083148 748462 183770 3754 866746 825600 2113323 2004730 1577632 998103 801572 454254 1875097 2177420 2157064 2028887 1991976 1877147 1688045 1665825 1610280 1609996 1240285 1091736 962116 902985 693778 378793 223936 222861 697087 306420 1528222 1533834 2216229 2078111 1893052 1859681 1138212 532351 137570 679108 2224375 2147057 2012183 1943858 1780829 1521233 1286096 1231671 833567 819217 474366 223072 99380 82743 2024058 2199286 2103453 2041677 1935828 1785495 1749230 1266154 1145898 1112746 944200 933366 851964 659133 560171 555945 516626 431267 423822 406314 404414 397026 394342 372723 355387 327783 224533 188571 172030 130485 87858 75411 15049 886424 2247689 2206006 2190681 2179102 2034507 2026120 1986614 1813345 1809032 1801224 1785939 1624108 1558707 1553656 1532195 1408868 1352608 1328637 1261888 1259598 1227963 944073 931360 906117 753370 688263 595075 594510 579064 528922 488522 441172 419444 366933 236805 207422 184495 144328 109731 76866 49592
1927980,1686278 1370920 1370920 1225299
551726,434346 1788598 612173 526969 439616 1220925 1012975 1916220 1490630 1209209 1175859 259629 921081 1887813 1280220 1179290 2222436 702349 284264 2086438 102330 1356738 1167962 1267981 439647 226095 2150225 1157326 1059266
1911601,1067488 1269426 1045281 374664 2242206 1511657
1559346,1631804 432086 416713 22549 2144987 1157149 142445 2201729 882898 2071921 146757 34187 13353 1178797 646152 384535 2217441 1683637 831344 2145648 2228637 2258090 700557 1176425 1228008 2093995 143873 26557 1755039 997960 855619 46790 442676 1260443 843092 562746 540851 1713917 145143 1197002 1801241 627291
961332,2143599 1561688 696864 696864 1133076 1963323 1963323 1264623 1787821 1950955 902707 75079 1488963 1742089 1762622 448390 448390 2124477 406329 234546 1988714 1589008 2184233 245198 1905669 744017 744017 301826 301826 650133 675810 675810 2069705 2069705 1405303 1405303 1334161 1541124 2239145 1364054 1364054 960744 960744 609446 609446 1755627 1690523 974673 1646453 1646453 1666494 1666494 329185 764871 1852889 1399560 1399560 201285 1869947 1869947 1315910 1315910 1599403 1949086 1949086 1375724 1375724 1643833 1643833 1815631 1815631 1439994 1439994 2129900 2129900 1675302 1675302 597784 2041898 2041898 1059188 1059188 2201413 1549656 1549656 1659160 585175 585175 996661 996661 1233030 66382 2033510 2033510 1822379 1822379 694817 585091 2035747 2035747 1729259 1729259 485595 1610960 1610960 1161506 181922 1215889 2208375 2167235 2167235 1255677 1255677 627199 1427747 1951403 1951403 766919 766919 945350 945350 1880110 1880110 1434677 1434677 1828981 859056 1036061 1036061 292953 292953 1400655 1400655 1001175 1001175 1422559 1422559 886785 886785 1058641 1058641 1276603 114887 1906251 1663345 1401258 1401258 1238349 989691 989691 1461104 1461104 1530090 1393776 1393776 28075 28075 1598010 2089952 2089952 1760473 1760473 1718087 2077439 540588 540588 1922449 352156 352156 349977 11451 1354296 1354296 590222 1560429 1560429 69783 521498 521498 1652236 1659352 1659352 1140047 1140047 1136200 1955271 1899348 2051243 2051243 2024474 2024474 1277425 1277425 362946 362946 1310574 1310574 2196948 2196948 189058 189058 732791 732791 752573 1061909 266030 222776 2256945 2256945 1351838 1025648 1786886 798702 798702 1165427 2063054 2063054 2192253 693056 693056 517249 517249 1334961 1334961 1034153 1034153 886916 886916 713181 713181 1763637 1859650 99270 1409855 1409855 900430 900430 1096320 683520 683520 159183 159183 1269603 1269603 769840 1157265 1157265 1191853 1762480 1182550 1526069 1526069 1625950 1625950 2212750 2037226 1190937 1050273 597478 1279483 1279483 2173023 1691941 1691941 1528373 1528373 1971162 676155 218442 218442 1034485 444491 444491 139649 139649 1160350 847240 1585462 5203 606253 606253 570654 1386249 1386249 177195 177195 303066 303066 2191073 527735 2187141 2187141 452063 452063 880626 791981 405665 405665 210319 210319 1373959 1373959 1148088 1148088 1193916 1193916 822251 822251 771801 771801 1123746 1783163 125162 763022 1028672 1949414 1949414 1743247 1415253 1369487 1007532 1832191 1832191 869097 869097 2217701 1759534 776924 1364225 1927413 1927413 1359718 1359718 1984320 1984320 1366274 1366274 713608 713608 1609599 1609599 520156 390630 2224184 2224184 1497942 1473275 1473275 1649027 1066669 1546850 1546850 1302169 2122907 1961116 1912254 1710257 1548684 1460711 1203359 770893 1076547 43812 1176473 977824 313407 313407 654760 654760 339741 691464 691464 2017852 88685 1597098 31034 1741909 1587295 259960 1232589 801644 484368 135861 1853357 788118 1719347 1409591 1160166 32490 710844 1220651 531409 699373 1489708 723597 1745861 876767 698480 1159590 1080076 1011056 2098658 1789649 1000871 1952366 1846354 1060710 609008 727044 1674766 1449377 58890 2112364 2112364 1872306 1575413 1547019 1300061 1170658 1102539 819754 819754 406967
1723208,990845 990845 594595 594595 153690 153690 1947813 1947813 1385745 1385745 301081 301081 837610 559002 372946 841260 856465 1076145 1076145 1432095 724986 1258452 2163975 2163975 1534333 1534333 1294533 1294533 1341877 1341877 2059762 101302 1735138 1516087 324114 539151 794490 559951 559951
